geneID,GeneName,Chrom,Strand,Start,End,GeneLength,BC_1_readcount,BC_2_readcount,BC_3_readcount,BC_DOX_1_readcount,BC_DOX_2_readcount,BC_DOX_3_readcount,DL_1_readcount,DL_2_readcount,DL_3_readcount,DL_DOX_1_readcount,DL_DOX_2_readcount,DL_DOX_3_readcount,HT_1_readcount,HT_2_readcount,HT_3_readcount,HT_ZN_1_readcount,HT_ZN_2_readcount,HT_ZN_3_readcount,L8_1_readcount,L8_2_readcount,L8_3_readcount,L8_DOX_1_readcount,L8_DOX_2_readcount,L8_DOX_3_readcount,BC_1_fpkm,BC_2_fpkm,BC_3_fpkm,BC_DOX_1_fpkm,BC_DOX_2_fpkm,BC_DOX_3_fpkm,DL_1_fpkm,DL_2_fpkm,DL_3_fpkm,DL_DOX_1_fpkm,DL_DOX_2_fpkm,DL_DOX_3_fpkm,HT_1_fpkm,HT_2_fpkm,HT_3_fpkm,HT_ZN_1_fpkm,HT_ZN_2_fpkm,HT_ZN_3_fpkm,L8_1_fpkm,L8_2_fpkm,L8_3_fpkm,L8_DOX_1_fpkm,L8_DOX_2_fpkm,L8_DOX_3_fpkm,DL_group_fpkm,BC_DOX_group_fpkm,HT_ZN_group_fpkm,BC_group_fpkm,HT_group_fpkm,DL_DOX_group_fpkm,L8_DOX_group_fpkm,L8_group_fpkm,L8_DOX(L8_DOXvsL8),L8(L8_DOXvsL8),log2FoldChange(L8_DOXvsL8),pvalue(L8_DOXvsL8),padj(L8_DOXvsL8),significant(L8_DOXvsL8),DL_DOX(DL_DOXvsDL),DL(DL_DOXvsDL),log2FoldChange(DL_DOXvsDL),pvalue(DL_DOXvsDL),padj(DL_DOXvsDL),significant(DL_DOXvsDL),BC_DOX(BC_DOXvsBC),BC(BC_DOXvsBC),log2FoldChange(BC_DOXvsBC),pvalue(BC_DOXvsBC),padj(BC_DOXvsBC),significant(BC_DOXvsBC),HT_ZN(HT_ZNvsHT),HT(HT_ZNvsHT),log2FoldChange(HT_ZNvsHT),pvalue(HT_ZNvsHT),padj(HT_ZNvsHT),significant(HT_ZNvsHT),GeneType,GeneDescription
ENSG00000004848,ARX,chrX,-,25021811,25034065,2876,0,3,1,5,2,4,46,35,43,39,50,23,0,0,0,0,0,0,0,1,0,0,1,0,0,0.066124823,0.021214526,0.064796036,0.027922049,0.069998459,0.73961434,0.709532916,0.956481646,0.697379943,0.727876404,0.429303358,0,0,0,0,0,0,0,0.016006078,0,0,0.016368684,0,0.801876301,0.054238848,0,0.029113116,0,0.618186568,0.005456228,0.005335359,0.319278021,0.311115498,0.0017837,0.95089,NA,NA,33.96147016,44.14794056,-0.29508,0.26454,0.42258,FALSE,3.318500628,1.695985344,0.50347,0.43573,0.56869,FALSE,0,0,NA,NA,NA,NA,protein_coding,aristaless_related_homeobox
ENSG00000186787,SPIN2B,chrX,-,57144984,57147980,1258,195,151,134,212,212,173,143,119,98,117,123,87,69,85,83,47,65,79,218,251,239,226,198,147,6.449750723,7.609015214,6.498997495,6.280909512,6.76645791,6.921222793,5.256440699,5.515180182,4.983592246,4.782984222,4.09355838,3.712478461,3.241316616,4.8046022,4.419421796,2.344962819,2.434900028,2.965975926,8.066654908,9.184740291,8.254260391,7.829791945,7.409470996,8.244449634,5.251737709,6.656196739,2.581946258,6.852587811,4.155113537,4.196340354,7.827904192,8.501885197,201.5712285,218.0790261,-0.098763,0.39966,0.66747,FALSE,100.8383035,126.4806679,-0.30454,0.080655,0.16244,FALSE,178.1235209,174.1005237,0.036153,0.81179,0.87528,FALSE,59.1096475,83.78153193,-0.46444,0.044458,0.089636,FALSE,protein_coding,spindlin_family_member_2B
ENSG00000160392,C19orf47,chr19,-,40825443,40854434,3628,354,270,240,255,251,153,516,363,351,473,607,494,573,482,510,557,738,682,460,446,457,453,395,255,4.059989807,4.717681658,4.036139569,2.61963159,2.777874416,2.122469801,6.576863012,5.833547411,6.189234032,6.704827207,7.004835338,7.309455083,9.333410117,9.44710867,9.416096478,9.636218987,9.586001721,8.878472785,5.902121954,5.659021978,5.472803145,5.441934969,5.125455538,4.95904304,6.199881485,2.506658602,9.366897831,4.271270345,9.398871755,7.006372543,5.175477849,5.677982359,384.3298467,420.2664055,-0.11316,0.22667,0.49277,FALSE,485.1413529,430.7699659,0.1652,0.08066,0.16244,FALSE,193.6675292,312.9514922,-0.67534,1.17E-06,3.88E-06,TRUE,617.8550502,546.7279989,0.17439,0.035309,0.073189,FALSE,protein_coding,chromosome_19_open_reading_frame_47
ENSG00000204869,IGFL4,chr19,-,46543006,46580376,2719,9,13,11,11,10,9,201,193,167,69,84,79,222,192,190,128,163,163,16,17,14,10,11,2,0.137728006,0.30308629,0.246834403,0.15078245,0.147671592,0.166590668,3.418402699,4.138485964,3.929201764,1.305069412,1.293440921,1.559707695,4.824993946,5.021242226,4.680717121,2.954741597,2.825054406,2.831389182,0.273922938,0.28781506,0.223707082,0.160292505,0.19045226,0.051897419,3.828696809,0.155014903,2.870395062,0.229216233,4.842317764,1.386072676,0.134214062,0.261815027,7.463472863,14.52441297,-0.19503,0.14219,0.36893,FALSE,71.92216766,199.2127728,-1.3716,2.89E-16,3.15E-15,TRUE,8.965843186,12.59975781,-0.38031,0.44661,0.57971,FALSE,141.9191919,211.0761121,-0.56091,0.00010031,0.00033619,TRUE,protein_coding,IGF-like_family_member_4
ENSG00000167550,RHEBL1,chr12,-,49458468,49463808,1261,94,87,68,26,32,27,52,34,28,40,34,35,34,20,26,24,38,43,120,132,135,99,114,49,3.101713831,4.37357232,3.290152578,0.768467629,1.018922275,1.077620997,1.90688556,1.572016918,1.420495988,1.631318016,1.128860686,1.489972624,1.593370735,1.127805116,1.381103619,1.194579065,1.420093466,1.610551218,4.429796597,4.818730577,4.651356074,3.421704745,4.25590983,2.741611853,1.633132822,0.955003634,1.408407916,3.588479576,1.36742649,1.416717109,3.473075476,4.633294416,89.58668473,119.1347978,-0.28235,0.051799,0.18379,FALSE,34.12492387,39.45326155,-0.18165,0.49342,0.65562,FALSE,25.59510211,91.41055996,-1.75,1.78E-10,7.46E-10,TRUE,32.32167707,27.66018694,0.19882,0.53148,0.66328,FALSE,protein_coding,Ras_homolog_enriched_in_brain_like_1
ENSG00000230795,HLA-K,chr6,+,29894236,29897009,1037,34,20,25,94,60,106,74,66,49,64,82,63,2,1,2,8,15,7,119,93,95,90,94,62,1.364234789,1.222597168,1.470901072,3.378441584,2.323157526,5.144515455,3.299813054,3.710723241,3.022834641,3.173912467,3.310637378,3.261272769,0.113973594,0.068570986,0.129187127,0.484205786,0.681649188,0.318816254,5.341777946,4.128364097,3.980207871,3.782563061,4.267285995,4.218304329,3.344456979,3.615371521,0.49489041,1.352577677,0.103910569,3.248607538,4.089384462,4.483449971,86.77621364,94.94521911,-0.090311,0.5431,0.77999,FALSE,64.30236902,66.38792971,-0.041693,0.84486,0.91312,FALSE,79.63795523,28.320564,1.3935,5.26E-06,1.64E-05,TRUE,9.319818581,1.729676678,1.2561,0.0098478,0.023551,TRUE,pseudogene,major_histocompatibility_complex_class_I_K_(pseudogene)
ENSG00000230426,ERVMER61-1,chr1,+,187610358,187612992,2393,199,150,155,121,128,93,9,10,5,1,11,3,0,0,0,0,0,0,1,1,4,1,3,1,3.460185146,3.973568523,3.951947913,1.884560085,2.147699104,1.955949408,0.173914657,0.243641176,0.133667053,0.021490723,0.192453806,0.067298268,0,0,0,0,0,0,0.019452478,0.019236723,0.072623671,0.018212926,0.059017554,0.02948372,0.183740962,1.996069532,0,3.79523386,0,0.093747599,0.0355714,0.037104291,1.738454581,1.80517284,-0.0026825,0.96813,NA,NA,4.268546272,8.412949474,-0.36804,0.26109,0.41834,FALSE,101.6316818,183.4325626,-0.83092,8.84E-07,2.96E-06,TRUE,0,0,NA,NA,NA,NA,lincRNA,endogenous_retrovirus_group_MER61_member_1
ENSG00000271499,CTC-559E9.9,chr19,+,19861427,19863353,1927,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0.021592715,0,0,0.019341297,0.020836485,0,0,0,0,0,0.021726752,0,0,0.036900941,0,0,0,0,0.024156606,0,0,0.022617297,0,0,0,0.013392594,0,0.007197572,0.012300314,0.007242251,0.007539099,0.008052202,0.298771699,0.320499905,0.001761,0.95121,NA,NA,0.265336226,0,0.0201,0.85127,NA,NA,0.552155494,0.278394928,0.091386,0.84509,NA,NA,0,0.377670539,-0.060676,0.78428,NA,NA,pseudogene,-
ENSG00000248371,CTC-347C20.2,chr5,-,71869947,71956496,594,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.062745253,0,0,0.233545327,0,0,0,0,0,0,0,0,0.105665278,0,0,0,0,0,0,0,0,0.077848442,0.020915084,0.035221759,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0.892749808,-0.10874,0.39913,NA,NA,0.267415382,0,0.061284,0.86913,NA,NA,0.378109078,0,0.043813,0.84331,NA,NA,lincRNA,-
ENSG00000249021,CTC-505O3.3,chr5,-,115027159,115027864,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,lincRNA,-
ENSG00000249020,SNORA58,chr3,-,131197941,131198077,137,4,2,4,1,1,0,3,0,0,1,1,0,2,1,0,3,1,0,3,4,4,2,2,1,1.214866017,0.92542574,1.781400773,0.272048759,0.293079605,0,1.012597989,0,0,0.375381755,0.30560183,0,0.862705237,0.519037318,0,1.374419891,0.34397577,0,1.019338232,1.344043189,1.268528794,0.636255944,0.68724578,0.514996655,0.337532663,0.188376121,0.572798554,1.307230843,0.460580852,0.226994528,0.612832793,1.210636738,1.717948259,3.379519144,-0.062862,0.43629,NA,NA,0.595522158,0.892749808,-0.046891,0.78792,NA,NA,0.552155494,3.616703424,-1.1084,0.084874,0.15,FALSE,1.419164335,1.010344629,0.087548,0.82691,0.89126,FALSE,sense_intronic,-
ENSG00000268678,CTC-444N24.13,chr19,-,57862216,57863380,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,antisense,-
ENSG00000271231,KRT18P9,chr6,+,34157557,34158856,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,pseudogene,keratin_18_pseudogene_9
ENSG00000223705,NSUN5P1,chr7,+,75039605,75046066,4792,311,210,195,331,234,342,366,315,280,221,319,267,260,222,186,201,275,244,261,376,406,250,334,151,2.700427607,2.778015289,2.482790153,2.574414668,1.960673201,3.591920071,3.531836975,3.832543824,3.737991322,2.371751544,2.787086141,2.99102321,3.20633979,3.294240607,2.599944856,2.632679503,2.704358754,2.404884308,2.535369863,3.611975833,3.681036548,2.273765242,3.281197037,2.223233683,3.700790707,2.709002647,2.580640855,2.65374435,3.033508417,2.716620298,2.592731987,3.276127414,254.0909554,319.7459823,-0.26186,0.041093,0.15524,FALSE,248.3632517,339.4600321,-0.43496,0.00020946,0.00076554,TRUE,275.8648464,256.7673023,0.095942,0.56227,0.68421,FALSE,224.8248448,232.9883718,-0.051489,0.70204,0.8013,FALSE,pseudogene,NOP2/Sun_domain_family_member_5_pseudogene_1
ENSG00000130733,YIPF2,chr19,-,11033444,11039357,1550,1181,718,715,1633,1570,1289,1078,775,805,1236,1510,1113,956,707,825,842,1027,1079,1144,1122,1161,1277,1051,765,31.70349628,29.3646543,28.1446956,39.26646483,40.66999501,41.85415579,32.16054765,29.15166668,33.22471383,41.00912474,40.78700041,38.54684143,36.44846139,32.43447457,35.65252166,34.09566282,31.22390124,32.87841842,34.35674029,33.32229916,32.54328779,35.90720681,31.92079294,34.82208029,31.51230939,40.59687188,32.73266082,29.73761539,34.84515254,40.11432219,34.21669335,33.40744241,1085.707006,1056.348526,0.037455,0.58369,0.808,FALSE,1187.062059,935.3064908,0.3405,8.44E-07,4.26E-06,TRUE,1338.730086,930.5412504,0.5191,4.09E-14,2.06E-13,TRUE,922.6324314,866.1557561,0.087858,0.22859,0.35209,FALSE,protein_coding,Yip1_domain_family_member_2
ENSG00000170820,FSHR,chr2,-,49189296,49381676,2784,7,2,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.104620735,0.045539988,0.131493484,0.013387457,0.05768952,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016720467,0,0,0,0,0,0,0.023692326,0,0.093884736,0,0,0,0.005573489,0,0.320499905,-0.0045788,0.85523,NA,NA,0,0,NA,NA,NA,NA,1.406375832,5.275368298,-1.0094,0.11636,0.19656,FALSE,0,0,NA,NA,NA,NA,protein_coding,follicle_stimulating_hormone_receptor
ENSG00000089692,LAG3,chr12,+,6881678,6887621,2587,18,11,8,6,8,10,2,3,0,0,10,2,13,12,4,14,15,3,10,14,13,8,8,6,0.289510978,0.269543214,0.188675613,0.086441469,0.124165152,0.194545388,0.035749497,0.067611133,0,0,0.161837846,0.041501032,0.29696135,0.329840491,0.103569425,0.33966465,0.273239354,0.054770411,0.179937299,0.249118171,0.218327192,0.134777061,0.145578155,0.163636355,0.034453543,0.135050669,0.222558138,0.249243268,0.243457089,0.067779626,0.14799719,0.215794221,7.835490671,11.37467769,-0.11358,0.38457,0.65404,FALSE,3.333136831,1.70453773,0.18048,0.49066,0.65297,FALSE,7.412271925,13.0139285,-0.67923,0.18277,0.28802,FALSE,10.43282195,10.08309215,0.019571,0.96624,0.97946,FALSE,protein_coding,lymphocyte-activation_gene_3
ENSG00000235686,PPIAP20,chr19,+,12618943,12619077,135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.276079111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645681958,0,0,0,0.09202637,0,0,0,0,0.215227319,0,0.597543399,0,0.014376,0.58344,NA,NA,0,0,NA,NA,NA,NA,0.267415382,0,0.061284,0.86913,NA,NA,0,0,NA,NA,NA,NA,pseudogene,peptidylprolyl_isomerase_A_(cyclophilin_A)_pseudogene_20
ENSG00000170827,CELP,chr9,+,135957926,135962742,1249,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.06662796,0,0.146548382,0,0,0,0,0,0,0,0.033520777,0,0,0,0,0.050252342,0,0,0,0,0,0,0,0,0,0,0.016750781,0.071058781,0,0.011173592,0,0,0,0,NA,NA,NA,NA,0.265336226,0,0.0201,0.85127,NA,NA,0,1.79200999,-0.788,0.14355,NA,NA,0.378109078,0,0.043813,0.84331,NA,NA,pseudogene,carboxyl_ester_lipase_pseudogene
ENSG00000175105,ZNF654,chr3,+,88188254,88193815,4966,494,291,300,613,674,450,326,297,268,373,492,392,130,90,77,147,214,198,312,354,376,410,337,245,4.139131206,3.714654447,3.685842317,4.600669927,5.449533745,4.560612423,3.035618967,3.486929119,3.452432098,3.862743267,4.147963304,4.237450938,1.546997611,1.288709249,1.038608833,1.85793007,2.030745396,1.883127157,2.92459346,3.281484423,3.289591986,3.5983182,3.194668789,3.480842274,3.324993395,4.870272032,1.923934208,3.846542657,1.291438564,4.08271917,3.424609755,3.16522329,348.1460502,320.4452557,0.10524,0.29738,0.5729,FALSE,386.9405908,316.0121636,0.28842,0.0065735,0.017997,TRUE,514.6841079,385.620902,0.41087,0.0001182,0.00032601,TRUE,173.7419037,102.8084482,0.72888,2.82E-05,0.0001008,TRUE,protein_coding,zinc_finger_protein_654
ENSG00000162877,PM20D1,chr1,-,205797150,205819260,2152,2,0,2,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,3,6,0,0,1,0,0.038670224,0,0.05670351,0,0.018657949,0,0.021487907,0,0,0.071692333,0,0,0,0,0,0,0,0,0.064892815,0.128346132,0,0,0.021875621,0,0.007162636,0.006219316,0,0.031791245,0,0.023897444,0.007291874,0.064412982,0.319278021,2.828192703,-0.075971,0.18817,NA,NA,0.990557794,0.297583269,0.084212,0.58734,NA,NA,0.284740112,1.380269946,-0.49013,0.37356,NA,NA,0,0,NA,NA,NA,NA,protein_coding,peptidase_M20_domain_containing_1
ENSG00000267337,CTC-782O7.1,chr18,-,41903401,42111662,2068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,lincRNA,-
ENSG00000068796,KIF2A,chr5,+,61601989,61833076,3360,1653,1119,1189,1541,1485,1180,2205,1744,1630,1544,1783,1449,1341,1212,1216,1008,1304,1256,1441,1494,1642,1492,1467,910,20.47022121,21.11168782,21.59060388,17.09348748,17.74570841,17.67502746,30.34629598,30.26220636,31.03454581,23.63206901,22.21716211,23.15018357,23.58535983,25.64971203,24.24165686,18.82955251,18.28886412,17.65515495,19.96375949,20.46845773,21.23218945,19.35316368,20.55386453,19.10852173,30.54768271,17.50474112,18.25785719,21.0575043,24.49224291,22.9998049,19.67184998,20.55480222,1352.630657,1408.392245,-0.055006,0.35012,0.62334,FALSE,1475.398243,1965.081083,-0.41188,1.21E-14,1.19E-13,TRUE,1251.449501,1428.769226,-0.18906,0.0022063,0.0052963,TRUE,1115.435977,1319.298556,-0.24132,7.08E-05,0.000242,TRUE,protein_coding,kinesin_heavy_chain_member_2A
ENSG00000259849,VENTXP1,chrX,+,26576454,26579169,2716,0,0,0,0,0,0,1,1,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017025764,0.021466618,0.094216571,0.018934941,0.030830229,0.019764943,0,0,0,0,0,0,0,0,0,0,0,0,0.044236317,0,0,0,0,0.023176704,0,0,0,0,NA,NA,NA,NA,1.200745667,2.296810529,-0.1467,0.55992,0.71352,FALSE,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,lincRNA,VENT_homeobox_pseudogene_1
ENSG00000102786,INTS6,chr13,-,51928213,52028400,3767,940,546,524,964,892,756,569,431,420,525,805,600,1073,890,929,912,1381,1346,738,798,795,835,736,467,10.38296029,9.188173106,8.487071855,9.537811401,9.507698451,10.10051557,6.984784623,6.670755688,7.132647099,7.167330165,8.946986422,8.550292291,16.83282885,16.80016463,16.51916518,15.19560383,17.27613056,16.87604253,9.119654122,9.751716598,9.169220437,9.660804181,9.197818753,8.746740378,6.929395803,9.715341809,16.44925897,9.352735083,16.71738622,8.221536293,9.201787771,9.346863719,709.4863905,718.0436378,-0.012697,0.86699,0.94969,FALSE,590.8756462,499.795412,0.23853,0.0112,0.029091,TRUE,778.6339287,711.1756604,0.12414,0.14748,0.24015,FALSE,1127.072112,1009.686165,0.16064,0.017394,0.039105,TRUE,protein_coding,integrator_complex_subunit_6
ENSG00000226147,TUBBP10,chr1,+,53460398,53461698,1301,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054656505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018218835,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0.377670539,-0.060676,0.78428,NA,NA,pseudogene,tubulin_beta_class_I_pseudogene_10
ENSG00000105784,RUNDC3B,chr7,+,87256864,87461611,4099,312,187,180,290,294,246,7,3,0,5,4,4,1,4,1,5,6,8,311,324,372,307,310,182,3.167128142,2.891983658,2.679271961,2.636861968,2.879887859,3.020470206,0.078968974,0.042671383,0,0.06273152,0.040856258,0.052385055,0.014417006,0.069390693,0.016341431,0.07656157,0.068979771,0.092179265,3.531832482,3.638655104,3.942992281,3.264246004,3.560298643,3.13269739,0.040546786,2.845740011,0.079240202,2.912794587,0.033383043,0.051990945,3.319080679,3.704493289,278.3955831,309.6177334,-0.13192,0.20801,0.4664,FALSE,4.071823696,3.192454078,0.082438,0.78441,0.87637,FALSE,248.0985787,241.023716,0.034112,0.79514,0.86379,FALSE,5.9108702,2.186685224,0.6928,0.15639,0.2595,FALSE,protein_coding,RUN_domain_containing_3B
ENSG00000101204,CHRNA4,chr20,-,61975420,62009753,5201,1,1,0,1,3,0,0,1,3,4,5,2,0,0,1,0,3,4,4,3,2,0,1,1,0.008000223,0.012188361,0,0.00716606,0.023160107,0,0,0.011210024,0.036900433,0.039551856,0.040249424,0.020642794,0,0,0.01287897,0,0.027182088,0.036324054,0.035800638,0.02655267,0.016707214,0,0.009051401,0.013565572,0.016036819,0.010108723,0.021168714,0.006729528,0.00429299,0.033481358,0.007538991,0.026353507,0.801126839,2.802124832,-0.07554,0.26128,NA,NA,3.327199424,1.591868044,0.23142,0.39796,0.56721,FALSE,1.121635719,0.706476695,0.18455,0.74817,NA,NA,2.010162406,0.359666024,0.4365,0.26652,NA,NA,protein_coding,cholinergic_receptor_nicotinic_alpha_4_(neuronal)
ENSG00000261996,CTC-281F24.1,chr17,-,6556783,6558328,879,1,2,0,1,5,5,4,8,1,9,12,15,1,3,1,4,11,4,1,1,2,4,1,6,0.04733693,0.144235866,0,0.042401229,0.228395369,0.286284936,0.21042992,0.530633296,0.072779353,0.52655939,0.571569294,0.916068005,0.067230158,0.242689804,0.076204238,0.285620819,0.589728653,0.214927649,0.052957656,0.052370284,0.098855771,0.198332342,0.053556696,0.481600968,0.271280856,0.185693845,0.363425707,0.063857599,0.128708067,0.671398896,0.244496669,0.068061237,4.405457725,1.218394121,0.10435,0.18523,NA,NA,11.25401735,4.55601547,0.56742,0.08876,0.17599,FALSE,3.456045311,1.134558461,0.71846,0.26471,0.38771,FALSE,5.801295537,1.809014686,0.76566,0.11647,0.20378,FALSE,antisense,-
ENSG00000185499,MUC1,chr1,-,155158300,155162707,1811,1,3,2,5,5,3,133,100,76,1318,2099,1610,138,141,149,238,223,227,2,0,4,9,7,7,0.022975793,0.105011038,0.067380427,0.102900828,0.110855621,0.083371991,3.396014716,3.219399964,2.68467803,37.42748867,48.52555446,47.72355164,4.503121262,5.536302524,5.511068639,8.248543155,5.802762983,5.920093671,0.051407818,0,0.095962697,0.216594031,0.181962646,0.272712199,3.100030904,0.099042813,6.65713327,0.065122419,5.183497475,44.55886492,0.223756292,0.049123505,8.296833167,1.814557246,0.21202,0.035224,NA,NA,1539.344323,107.5169149,3.7106,3.88E-227,1.56E-224,TRUE,3.819735092,2.386120316,0.41849,0.51331,0.6416,FALSE,219.0918342,150.4962958,0.52223,0.0013112,0.0037064,TRUE,protein_coding,mucin_1_cell_surface_associated
ENSG00000250133,HOXC-AS2,chr12,-,54387594,54390569,2090,3,2,1,2,3,2,37,27,20,21,35,52,13,13,13,4,17,14,17,11,12,14,13,5,0.059726069,0.060661879,0.029192812,0.035665723,0.057634315,0.048161619,0.818637832,0.753200957,0.612182311,0.516733641,0.701129558,1.335618385,0.367578475,0.442299265,0.416643939,0.120124737,0.383310799,0.316375556,0.378634568,0.24228147,0.249457098,0.291947105,0.292819314,0.16879077,0.728007033,0.047153885,0.273270364,0.049860253,0.40884056,0.851160528,0.25118573,0.290124378,10.74266216,12.39144117,-0.041312,0.76119,0.90158,FALSE,33.89481121,29.142106,0.15243,0.60119,0.74578,FALSE,2.095022848,2.103088362,-0.010087,0.98754,0.99215,FALSE,10.3994459,13.69775691,-0.27191,0.52714,0.65943,FALSE,antisense,HOXC_cluster_antisense_RNA_2
ENSG00000269858,EGLN2,chr19,+,41304901,41314338,3894,65,48,36,59,32,40,85,75,76,85,120,102,96,88,57,107,150,172,73,116,129,87,104,43,0.694554563,0.78140725,0.564064498,0.564707273,0.329959165,0.51698913,1.009390822,1.122945558,1.248575221,1.122578464,1.290214199,1.406143215,1.456895131,1.606962996,0.980498448,1.724672246,1.815280453,2.086189097,0.872658933,1.371310629,1.439311079,0.973746096,1.257303271,0.779107677,1.126970534,0.470551856,1.875380598,0.68000877,1.348118858,1.272978626,1.003385681,1.227760214,79.91755122,97.33311818,-0.17432,0.25843,0.5325,FALSE,94.57465423,83.98815807,0.16089,0.40169,0.57054,FALSE,39.00862607,53.46623673,-0.43081,0.14212,0.23293,FALSE,132.8762339,84.10432712,0.63361,0.0014784,0.00414,TRUE,protein_coding,egl_nine_homolog_2_(C._elegans)
ENSG00000167394,ZNF668,chr16,-,31072164,31085641,2865,284,189,182,259,246,177,310,242,282,331,376,328,138,129,159,125,176,192,253,240,261,303,231,173,4.124607939,4.181858408,3.875867965,3.36932151,3.447598203,3.109324203,5.003494658,4.924749275,6.296823915,5.941513594,5.494646241,6.14574517,2.846475604,3.201726534,3.717410318,2.738445681,2.894919294,3.165175343,4.110678586,3.856207684,3.958009081,4.609357851,3.79568363,4.26036151,5.408355949,3.308747972,2.932846773,4.060778104,3.255204152,5.860635002,4.221800997,3.974965117,247.6408933,232.3288182,0.078944,0.48903,0.7405,FALSE,320.5409933,296.6153884,0.11075,0.35407,0.52236,FALSE,201.7851512,234.9083016,-0.21449,0.11392,0.19316,FALSE,152.8662175,149.5609096,0.035821,0.82584,0.89083,FALSE,protein_coding,zinc_finger_protein_668
ENSG00000205936,PPP1R12BP2,chrY,+,25525631,25538844,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,pseudogene,protein_phosphatase_1_regulatory_subunit_12B_Y-linked_pseudogene_2
ENSG00000124564,SLC17A3,chr6,-,25833294,25882514,2052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,protein_coding,solute_carrier_family_17_(sodium_phosphate)_member_3
ENSG00000225352,RPL31P53,chr13,-,57965305,57965652,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,pseudogene,ribosomal_protein_L31_pseudogene_53
ENSG00000270293,CTC-360J11.5,chr19,+,57661881,57662346,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,pseudogene,-
